TYPE	data	arabish	class	CODA	token	pos	lemma	governorate	age	gender
blog	20091231	elli	arabizi	اللي	اللي	REL_PRON	اللي	Tunis	25-35	M
blog	20091231	9olna	arabizi	قلنا	قلنا	PV-PVSUFF_SUBJ:1P	قال	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Tounsi	arabizi	تونسي	تونسي	NOUN	تونسي	Tunis	25-35	M
blog	20091231	lel	arabizi	لال	ل+ال	PREP+DET	ل	Tunis	25-35	M
blog	20091231	Tounsi	arabizi	تونسي	تونسي	NOUN	تونسي	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Ach	arabizi	اش	اش	INTERROG_PRON	اش	Tunis	25-35	M
blog	20091231	"A""likom"	arabizi	عليكم	على+كم	PREP+PRON_2P	على	Tunis	25-35	M
blog	20091231	fih	arabizi	فيه	في+ه	PREP+PRON_3MS	في	Tunis	25-35	M
blog	20091231	?	arabizi	؟	؟	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	A7na	arabizi	احنا	احنا	PRON_1S	هو	Tunis	25-35	M
blog	20091231	elli	arabizi	اللي	اللي	REL_PRON	اللي	Tunis	25-35	M
blog	20091231	9olna	arabizi	قلنا	قلنا	PV-PVSUFF_SUBJ:1P	قال	Tunis	25-35	M
blog	20091231	9alou	arabizi	قالوا	قالوا	PV-PVSUFF_SUBJ:3P	قال	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	tounsi	arabizi	تونسي	تونسي	NOUN	تونسي	Tunis	25-35	M
blog	20091231	3amel	arabizi	عامل	عامل	ADJ	عامل	Tunis	25-35	M
blog	20091231	7alla	arabizi	حالة	حالة	NOUN-NSUFF_FEM_SG	حالة	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	emela	arabizi	مالا	مالا	CONJ	مالا	Tunis	25-35	M
blog	20091231	Lé	arabizi	لا	لا	NEG_PART	لا	Tunis	25-35	M
blog	20091231	?	arabizi	؟	؟	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	ki	arabizi	كي	كي	SUB_CONJ	كي	Tunis	25-35	M
blog	20091231	Tekel	arabizi	تاكل	تاكل	IV2S-IV	كلا	Tunis	25-35	M
blog	20091231	B3adha	arabizi	بعضها	بعض+ها	NOUN_QUANT+PRON_3FS	بعض	Tunis	25-35	M
blog	20091231	fi	arabizi	في	في	PREP	في	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	bi9a3	arabizi	بقع	بقع	NOUN	بقع	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	win	arabizi	وين	وين	REL_PRON	وين	Tunis	25-35	M
blog	20091231	Tal9ana	arabizi	تلقانا	تلقى+نا	IV2S-IV+IVSUFF_DO:1P	لقى	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Kchekech	arabizi	كشكش	كشكش	NOUN	كشكش	Tunis	25-35	M
blog	20091231	5arja	arabizi	خارجة	خارجة	ADJ-NSUFF_FEM_SG	خارج	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	3inin	arabizi	عنين	عنين	NOUN-NSUFF_MASC_PL	عين	Tunis	25-35	M
blog	20091231	emFanZa	foreign	emFanZa	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	fi	arabizi	في	في	PREP	في	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Talfza	arabizi	تلفزة	تلفزة	NOUN-NSUFF_FEM_SG	تلفزة	Tunis	25-35	M
blog	20091231	9al	arabizi	قال	قال	PV-PVSUFF_SUBJ:3MS	قال	Tunis	25-35	M
blog	20091231	ach	arabizi	اش	اش	INTERROG_PRON	اش	Tunis	25-35	M
blog	20091231	nouwa	arabizi	نوة	نوة	INTERROG_PRON	هو	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Twansa	arabizi	تونسة	تونسة	NOUN-NSUFF_FEM_SG	تونسي	Tunis	25-35	M
blog	20091231	3rab	arabizi	عرب	عرب	NOUN	عرب	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	3anna	arabizi	عن	عن	CONJ	عن	Tunis	25-35	M
blog	20091231	rou7	arabizi	روح	روح	NOUN	روح	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	3ourouba	arabizi	اوروبا	اوروبا	NOUN_PROP	اوروبا	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	enmoutou	arabizi	نموتوا	نموتوا	IV1P-IV-IVSUFF_SUBJ:P	مات	Tunis	25-35	M
blog	20091231	3ala	arabizi	على	على	PREP	على	Tunis	25-35	M
blog	20091231	makelt	arabizi	ماكلات	ماكلات	NOUN-NSUFF_FEM_PL	ماكلة	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	ma7kouka	arabizi	محكوكة	محكوكة	NOUN-NSUFF_FEM_SG	محكوك	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	20091231	ya	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
blog	20091231	bonbok	arabizi	بونبوك	بونبوك	NOUN	بونبوك	Tunis	25-35	M
blog	20091231	lidha	arabizi	ليدّها	ل+يدّ+ها	PREP+NOUN+POSS_PRON_3FS	يدّ	Tunis	25-35	M
blog	20091231	besm	arabizi	باسم	ب+اسم	PREP+NOUN	باسم	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	touness	arabizi	تونس	تونس	NOUN_PROP	تونس	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Rou7	arabizi	روح	روح	NOUN	روح	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Ryadhiya	arabizi	رياضية	رياضية	NOUN-NSUFF_FEM_SG	رياضي	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	7atta	arabizi	حتّى	حتّى	ADV	حتّى	Tunis	25-35	M
blog	20091231	Rou7	arabizi	روح	روح	NOUN	روح	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	wattaneya	arabizi	وطنية	وطنية	ADJ-NSUFF_FEM_SG	وطني	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	mochta9atha	arabizi	مشتقاتها	مشتقات+ها	NOUN-NSUFF_FEM_PL+POSS_PRON_3FS	مشتق	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	ena	arabizi	انا	انا	PRON_1S	هو	Tunis	25-35	M
blog	20091231	fa5our	arabizi	فخور	فخور	ADJ	فخور	Tunis	25-35	M
blog	20091231	bi	arabizi	ب	ب	PREP	ب	Tunis	25-35	M
blog	20091231	enti	arabizi	انتي	انتي	PRON_2S	هو	Tunis	25-35	M
blog	20091231	Ach	arabizi	اش	اش	INTERROG_PRON	اش	Tunis	25-35	M
blog	20091231	koun	arabizi	كون	كون	PRON_INDEF	كان	Tunis	25-35	M
blog	20091231	?	arabizi	؟	؟	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	al	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Salem	arabizi	سلم	سلم	NOUN	سلم	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	hat	arabizi	حتّى	حتّى	ADV	حتّى	Tunis	25-35	M
blog	20091231	jamra	arabizi	جمرة	جمرة	NOUN-NSUFF_FEM_SG	جمرة	Tunis	25-35	M
blog	20091231	3afiya	arabizi	عافية	عافية	ADJ-NSUFF_FEM_SG	عافي	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	5alini	arabizi	خلّيني	خلّى+ني	CV2S-CV+CVSUFF_DO:1S	خلّى	Tunis	25-35	M
blog	20091231	encha3el	arabizi	نشعل	نشعل	IV1S-IV	شعل	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Wal3a	arabizi	ولع	ولع	NOUN	ولع	Tunis	25-35	M
blog	20091231	ya	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
blog	20091231	A5i	arabizi	اخي	اخ+ي	NOUN+POSS_PRON_1S	اخ	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wa	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	chokran	arabizi	شكرا	شكرا	INTERJ	شكرا	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	Aya	arabizi	ايّا	ايّا	INTERJ	ايّا	Tunis	25-35	M
blog	20091231	3alla9	arabizi	علّاق	علّاق	ADJ	علّاق	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	yezzi	arabizi	يزّي	يزّي	CV2S-CV	يزّي	Tunis	25-35	M
blog	20091231	bla	arabizi	بلا	ب+لا	PREP+NEG_PART	بلا	Tunis	25-35	M
blog	20091231	Troumizz	arabizi	تروميز	تروميز	NOUN	تروميز	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	Publié	foreign	Publié	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	par	foreign	par	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	m5abbi262	arabizi	مخبّي262	مخبّي262	NOUN_PROP	مخبّي262	Tunis	25-35	M
blog	20091231	m5abbi1748	arabizi	مخبّي1748	مخبّي1748	NOUN_PROP	مخبّي1748	Tunis	25-35	M
blog	20091231	à	foreign	à	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	01:49	arabizi	01:49	01:49	NOUN_NUM+PUNC+NOUN_NUM	NOUN_NUM	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	Réactions	foreign	Réactions	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	:	arabizi	:	:	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Aucun	foreign	Aucun	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	commentaire	foreign	commentaire	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	:	arabizi	:	:	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Envoyer	foreign	Envoyer	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	par	foreign	par	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	e-mail	foreign	e-mail	foreign	foreign	foreign	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	BlogThis	foreign	BlogThis	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Partager	foreign	Partager	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	sur	foreign	sur	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Twitter	foreign	Twitter	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Partager	foreign	Partager	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	sur	foreign	sur	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Facebook	foreign	Facebook	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Partager	foreign	Partager	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	sur	foreign	sur	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Pinterest	foreign	Pinterest	foreign	foreign	foreign	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	Tounsi	foreign	Tounsi	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	mouch	arabizi	موش	موش	NEG_PART	مش	Tunis	25-35	M
blog	20091231	bel3ani	arabizi	بالعاني	ب+ال+عاني	PREP+DET+NOUN	عاني	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	A5i	arabizi	اخي	اخ+ي	NOUN+POSS_PRON_1S	اخ	Tunis	25-35	M
blog	20091231	O5ti	arabizi	اختي	اخت+ي	NOUN+POSS_PRON_1S	اخت	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	bent	arabizi	بنت	بنت	NOUN	بنت	Tunis	25-35	M
blog	20091231	O5ti	arabizi	اختي	اخت+ي	NOUN+POSS_PRON_1S	اخت	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	mabrouk	arabizi	مبروك	مبروك	INTERJ	مبروك	Tunis	25-35	M
blog	20091231	man	arabizi	من	من	REL_PRON	من	Tunis	25-35	M
blog	20091231	Zedlek	arabizi	زادلك	زاد+ل+ك	PV-PVSUFF_SUBJ:3MS+[PREP+PRON_2S]PVSUFF_IO:2S	زاد	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	3adi	arabizi	عادي	عادي	ADV	عادي	Tunis	25-35	M
blog	20091231	wa7ed	arabizi	واحد	واحد	PRON_INDEF	واحد	Tunis	25-35	M
blog	20091231	7baybi	arabizi	حبيبي	حبيب+ي	NOUN+POSS_PRON_1S	حبّ	Tunis	25-35	M
blog	20091231	y	arabizi	ي	ي	ABBREV	ي	Tunis	25-35	M
blog	20091231	mout	arabizi	موت	موت	ABBREV	موت	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	yafna	arabizi	يفنا	يفنا	PV-PVSUFF_SUBJ:1P	فنا	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	3ala	arabizi	على	على	PREP	على	Tunis	25-35	M
blog	20091231	makelt	arabizi	ماكلات	ماكلات	NOUN-NSUFF_FEM_PL	ماكلة	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	ma9rouna	arabizi	مقرونة	مقرونة	NOUN-NSUFF_FEM_PL	مقرونة	Tunis	25-35	M
blog	20091231	bel	arabizi	بال	ب+ال	PREP+DET	ب	Tunis	25-35	M
blog	20091231	dbebech	arabizi	دبابش	دبابش	NOUN	دبش	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	A3ref	arabizi	اعرف	اعرف	CV2S-CV	عرف	Tunis	25-35	M
blog	20091231	lin	arabizi	لين	لين	SUB_CONJ	لين	Tunis	25-35	M
blog	20091231	Kerchou	arabizi	كرشه	كرش+ه	NOUN+POSS_PRON_3MS	كرش	Tunis	25-35	M
blog	20091231	Tnaf5et	arabizi	تنفخت	تنفخت	IV3FS-IV	تنفخ	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	ya5i	arabizi	ياخي	ياخي	CONJ	ياخي	Tunis	25-35	M
blog	20091231	mcha	arabizi	مشى	مشى	PV-PVSUFF_SUBJ:3MS	مشى	Tunis	25-35	M
blog	20091231	letbib	arabizi	لالطبيب	ل+ال+طبيب	PREP+DET+NOUN	طبيب	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	3ada	arabizi	عادة	عادة	NOUN-NSUFF_FEM_SG	عادة	Tunis	25-35	M
blog	20091231	3ala	arabizi	على	على	PREP	على	Tunis	25-35	M
blog	20091231	Rou7ou	arabizi	روحه	روح+ه	NOUN+POSS_PRON_3MS	روح	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Ya5i	arabizi	ياخي	ياخي	CONJ	ياخي	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Tbib	arabizi	طبيب	طبيب	NOUN	طبيب	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	9alou	arabizi	قالوا	قالوا	PV-PVSUFF_SUBJ:3P	قال	Tunis	25-35	M
blog	20091231	yelzmek	arabizi	يلزمك	يلزم+ك	IV3MS-IV+IVSUFF_IO:2S	لزم	Tunis	25-35	M
blog	20091231	etbattel	arabizi	تبطل	تبطل	IV2S-IV	بطّل	Tunis	25-35	M
blog	20091231	El	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Makla	arabizi	مكلة	مكلة	NOUN-NSUFF_FEM_SG	ماكلة	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	li	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
blog	20091231	modda	arabizi	مدّة	مدّة	NOUN-NSUFF_FEM_SG	مدّة	Tunis	25-35	M
blog	20091231	la	arabizi	لا	لا	INTERJ	لا	Tunis	25-35	M
blog	20091231	te9elou	arabizi	تاكلوا	تاكلوا	CV2P-CV-CVSUFF_SUBJ:2P	كلا	Tunis	25-35	M
blog	20091231	3ala	arabizi	على	على	PREP	على	Tunis	25-35	M
blog	20091231	6	arabizi	6	6	NOUN_NUM	NOUN_NUM	Tunis	25-35	M
blog	20091231	choll	arabizi	شهور	شهور	NOUN	شهر	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	ya	arabizi	يا	يا	VOC_PART	يا	Tunis	25-35	M
blog	20091231	Rabbi	arabizi	ربّي	ربّ+ي	NOUN+POSS_PRON_1S	ربّ	Tunis	25-35	M
blog	20091231	setta	arabizi	ستّة	ستّة	NOUN_NUM	ستّة	Tunis	25-35	M
blog	20091231	ch8orr	arabizi	شهور	شهور	NOUN	شهر	Tunis	25-35	M
blog	20091231	!	arabizi	!	!	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	Rafi9	arabizi	رفيق	رفيق	NOUN	رفيق	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	3mal	arabizi	عمل	عمل	PV-PVSUFF_SUBJ:3MS	عمل	Tunis	25-35	M
blog	20091231	bel	arabizi	بال	ب+ال	PREP+DET	ب	Tunis	25-35	M
blog	20091231	Rai	foreign	Rai	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	uno	foreign	uno	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	9annet	arabizi	قناة	قناة	NOUN-NSUFF_FEM_SG	قناة	Tunis	25-35	M
blog	20091231	wattaneya	arabizi	وطنية	وطنية	ADJ-NSUFF_FEM_SG	وطني	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	battel	arabizi	بطّل	بطّل	PV-PVSUFF_SUBJ:3MS	بطّل	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	makla	arabizi	ماكلة	ماكلة	NOUN-NSUFF_FEM_SG	ماكلة	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	chrabb	arabizi	شراب	شراب	NOUN	شراب	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	tab	arabizi	طاب	طاب	PV-PVSUFF_SUBJ:3MS	طاب	Tunis	25-35	M
blog	20091231	lel	arabizi	لال	ل+ال	PREP+DET	ل	Tunis	25-35	M
blog	20091231	5ale9	arabizi	خالق	خالق	NOUN	خالق	Tunis	25-35	M
blog	20091231	walla	arabizi	ولا	ولا	CONJ	ولا	Tunis	25-35	M
blog	20091231	Slé	arabizi	صلاة	صلاة	NOUN-NSUFF_FEM_SG	صلاة	Tunis	25-35	M
blog	20091231	wa3beda	arabizi	وعباد	و+عباد	CONJ+NOUN-NSUFF_FEM_SG	عباد	Tunis	25-35	M
blog	20091231	...	arabizi	...	...	PUNC	PUNC	Tunis	25-35	M
blog	20091231	seb7a	arabizi	سبحة	سبحة	NOUN-NSUFF_FEM_SG	سبحة	Tunis	25-35	M
blog	20091231	fi	arabizi	في	في	PREP	في	Tunis	25-35	M
blog	20091231	yeddou	arabizi	يده	يد+ه	NOUN+POSS_PRON_3MS	يدّ	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	le7ya	arabizi	لحية	لحية	NOUN-NSUFF_FEM_SG	لحية	Tunis	25-35	M
blog	20091231	sonna	arabizi	سنّة	سنّة	NOUN-NSUFF_FEM_SG	سنّة	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	9amiss	arabizi	قميص	قميص	NOUN	قميص	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	jelbeb	arabizi	جلباب	جلباب	NOUN	جلباب	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	slé	arabizi	صلاة	صلاة	NOUN-NSUFF_FEM_SG	صلاة	Tunis	25-35	M
blog	20091231	fi	arabizi	في	في	PREP	في	Tunis	25-35	M
blog	20091231	wa9t8a	arabizi	وقتها	وقت+ها	NOUN+POSS_PRON_3FS	وقتها	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	wou	arabizi	و	و	CONJ	و	Tunis	25-35	M
blog	20091231	9iyam	arabizi	قيام	قيام	NOUN	قيام	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	leil	arabizi	ليل	ليل	NOUN	ليل	Tunis	25-35	M
blog	20091231	!	arabizi	!	!	PUNC	PUNC	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	walla	arabizi	والله	والله	INTERJ	والله	Tunis	25-35	M
blog	20091231	battal	arabizi	بطال	بطال	NOUN	بطال	Tunis	25-35	M
blog	20091231	,	arabizi	,	,	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Ad	arabizi	عد	عد	NOUN	عد	Tunis	25-35	M
blog	20091231	el	arabizi	ال	ال	DET	ال	Tunis	25-35	M
blog	20091231	donnya	arabizi	دنيا	دنيا	NOUN	دنيا	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	Publié	foreign	Publié	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	par	foreign	par	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	m5abbi262	arabizi	مخبّي262	مخبّي262	NOUN_PROP	مخبّي262	Tunis	25-35	M
blog	20091231	m5abbi1748	arabizi	مخبّي1748	مخبّي1748	NOUN_PROP	مخبّي1748	Tunis	25-35	M
blog	20091231	à	foreign	à	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	01:44	arabizi	01:44	01:44	NOUN_NUM+PUNC+NOUN_NUM	NOUN_NUM	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	Réactions	foreign	Réactions	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	:	arabizi	:	:	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Aucun	foreign	Aucun	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	commentaire	foreign	commentaire	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	:	arabizi	:	:	PUNC	PUNC	Tunis	25-35	M
blog	20091231	Envoyer	foreign	Envoyer	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	par	foreign	par	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	e-mail	foreign	e-mail	foreign	foreign	foreign	Tunis	25-35	M
blog	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	Tunis	25-35	M
blog	20091231	BlogThis	foreign	BlogThis	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Partager	foreign	Partager	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	sur	foreign	sur	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Twitter	foreign	Twitter	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Partager	foreign	Partager	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	sur	foreign	sur	foreign	foreign	foreign	Tunis	25-35	M
blog	20091231	Facebook	foreign	Facebook	foreign	foreign	foreign	Tunis	25-35	M
